Line #,Key,en Version,ka Version
833,ka.questions.mass_changes.answers.header,Answers,პასუხები
834,ka.questions.mass_changes.answers.template,Clicking the button below will download a template of all answers in this dataset. Make the desired changes in the spreadsheet and then use the form below to update your changes.,ქვემოთ მოცემულ ღილაკზე დაჭერით ჩამოიტვირთება მონაცემთა ცხრილში არსებული ყველა პასუხის ნიმუში. გააკეთეთ ცვლილებები ცხრილში და გამოიყენეთ ქვემოთ მოცემული ფორმა განხორციელებული ცვლილებების შესანახად.
835,ka.questions.mass_changes.answers.template2,"The only columns that cannot be changed are: %{code}, %{value}","სვეტები, რომლის შეცვლაც შეუძლებელია: %{code}"
836,ka.questions.mass_changes.answers.template_link,Download Answers Template,პასუხების ნიმუშების ჩამოტვირთვა
837,ka.questions.mass_changes.answers.submit,Update Answers,პასუხების განახლება
838,ka.groups.index.title,Group Questions,შეკითხვების დაჯგუფება
839,ka.groups.index.no_groups,There are no groups on file for this dataset.,ამ მონაცემებისთვის არ არის შექმნილი ჯგუფები
840,ka.groups.index.modal.header,Questions for Group '[group]',შეკითხვები ჯგუფისთვის '[group]'
841,ka.groups.index.explanation,"This section allows you to put similar questions together in a group. You can also create a subgroup of questions.

Groups have a name and description. You can use the description to give context to the set of questions in the group.

Groups will be visible in the codebook and on the explore page. It is up to you on whether or not the group description is included in the chart titles.

By default, groups are put at the top of the codebook and all ungrouped questions will appear after the groups. You can use the %{link} to further control the order of the groups and questions.","ამ სექციის საშუალებით შეგიძლიათ მსგავსი შეკითხვები დააჯგუფოთ. ასევე, შეგიძლიათ შექმნათ შეკითხვების ქვეჯგუფი. ჯგუფებს აქვს სახელი და აღწერა. აღწერის საშუალებით შესაძლებელია შეკითხვების დაჯგუფების პრინციპის ჩვენება. ჯგუფების ნახვა შესაძლებელი იქნება მონაცემების გაცნობის გვერდზე და კოდირების დოკუმენტში. თქვენზეა დამოკიდებული, ჯგუფის აღწერა გამოჩნდება თუ არა დიაგრამების სახელწოდებებში. ჯგუფები კოდირების დოკუმენტში დასაწყისში ხვდებიან, ხოლო დაუჯგუფებელი შეკითხვები - ბოლოში. თქვენ შეგიძლიათ გამოიყენოთ %{link} ჯგუფებისა და შეკითხვების რიგითობის შესაცვლელად. "
842,ka.groups.index.explanation_link_text,Sorting page,გვერდის დახარისხება
843,ka.groups.table_row.question_count,%{num} questions,%{num} შეკითხვა
844,ka.groups.form.option_top_level,This group is not a subgroup,ეს ჯგუფი არ არის ქვეჯგუფი
845,ka.groups.form.chart_description_explanation,Below is an example of how your description text will look in the charts. The format is: Question Code - Group Description. Question Text.,ქვემოთ წარმოდგენილია აღწერის ტექსტის ნიმუში. ფორმატი შემდეგნაირია: შეკითხვის კოდი - ჯგუფის აღწერა. შეკითხვის ტექსტი.
846,ka.groups.form.ex_question,Is the sky blue?,ცა ლურჯია?
847,ka.groups.form.questions_explanation_default,All questions that are not assigned to any other group are avaiable to be assigned to this group.,"ყველა შეკითხვა, რომელიც არ არის მიკუთვნებული რომელიმე სხვა ჯგუფს, შეიძლება მიეკუთვნოს ამ ჯგუფს"
848,ka.groups.form.questions_explanation_subgroup,Only the questions assinged to '%{group}' are available to be assigned to this subgroup.,"ამ ქვეჯგუფისთვის მხოლოდ იმ შეკითხვების მიკუთვნება შეიძლება, რომლებიც მიკუთვნებულია ჯგუფს '%{group}'."
849,ka.weights.index.title,Dataset Weighting,მონაცემთა შეწონვა
850,ka.weights.index.explanation,"This section allows you to identify which question(s) contain a weight value and which questions that weight should be applied to.

A dataset can have multiple weights, but one must be selected as the default weight. A default weight is automatically applied to all questions. For weights that are not the default weight, you can choose to apply the weight to all of the questions or only specific questions.

During analysis, if two questions are being compared and they are of different weights, the default weight is used for both.","ამ სექციის საშუალებით შეგიძლიათ ამოიცნოთ, რომელი შეკითხვა შეიცავს შეწონვას და რომელ შეკითხვებს უნდა მიესადაგოს იგი. მონაცემებს შეიძლება ჰქონდეს რამდენიმე შეწონვა, მაგრამ ერთი უნდა იყოს არჩეული ძირითადად. ძირითადი შეწონვა ავტომატურად მიესადაგება ყველა შეკითხვას. განსხვავებული შეწონვები შეიძლება მიესადაგოს როგორც ყველა შეკითხვას, ასევე, შეკითხვების გარკვეულ ჯგუფს, თქვენი სურვილის შესაბამისად. ანალიზის დროს, თუკი ხდება ორი შეკითხვის შედარება, რომელთაც აქვთ განსხვავებული შეწონვა, ორივესათვის გამოყენებულ იქნება ძირითადი შეწონვა.  "
851,ka.weights.index.no_weights,There are no weights on file for this dataset.,ამ მონაცემებისთვის არ არის შეწონვა
852,ka.weights.index.add,Add Weights,შეწონვების დამატება
853,ka.weights.index.edit,Edit Weights,შეწონვის რედაქტირება
854,ka.weights.index.confirm_delete,Are you sure you want to delete all weights on file?,"დარწმუნებული ხართ, რომ გსურთ ფაილზე ყველა შეწონვის წაშლა?"
855,ka.weights.index.question_count,%{num} questions,%{num} შეკითხვა
856,ka.weights.index.table.headers.name,Weight Name,შეწონვის სახელწოდება
857,ka.weights.index.table.headers.question,Question with Weight,შეკითხვა შეწონვით
858,ka.weights.index.table.headers.default,Is Default Weight?,არის ძირითადი შეწონვა?
859,ka.weights.index.table.headers.apply_to,Apply Weight To,შეწონვის მიმართება
860,ka.weights.index.modal.header,Questions for Weight '[weight]',შეკითხვები შეწონვისთვის '[weight]'
861,ka.weights.new.title,Dataset Weighting Form,მონაცემთა შეწონვის ფორმა
862,ka.weights.edit.title,Dataset Weighting Form,მონაცემთა შეწონვის ფორმა
863,ka.weights.form.other_weights,Other Weights this Question Belongs To,"სხვა შეწონვები, რომელთაც ეს შეკითხვა მიეკუთვნება"
864,ka.time_series.form.header_datasets,Datasets,მონაცემები
865,ka.time_series.form.header_add_dataset,Add a new dataset to this time series,ამ პერიოდული შედარებისთვის ახალი მონაცემების დამატება
866,ka.time_series.mass_changes_answers.title,Answer Mass Changes,პასუხების მასობრივი ცვლილებები
867,ka.time_series.mass_changes_answers.explanation,"Use this page to indicate which answers can be included during analysis, but have the ability to be excluded (e.g., answers like: Don't Know, Refuse to Answer, etc).","გამოიყენეთ ეს გვერდი იმის მისათითებლად, თუ რომელი პასუხი შეიძლება გამოირიცხოს ანალიზიდან სურვილის შემთხვევაში (მაგ., ასეთი პასუხები: ""არ ვიცი"", ""უარი პასუხზე"", ა.შ.) "
868,ka.time_series.mass_changes_answers.no_questions,There are no questions on file for this time series.,ამ პერიოდული შედარებისთვის არ არის შეკითხვები
869,ka.time_series.highlights.title,Time Series Highlights,პერიოდული შედარების რჩეული ფაქტები
870,ka.time_series.highlights.instructions,"Highlights are visuals (charts and maps) that highlight interesting aspects of your time series and are shown on the dashboard page and the home page.

To add a highlight, go to the explore page, select the indicators you want, and then in the charts that appear click the star button in the top left corner.

You can use this page to quickly remove highlights or to indicate which highlight to always show on the home page - only one highlight from all datasets and time series can be selected for this.","რჩეული ფაქტები წარმოადგენს ვიზუალიზაციებს (დიაგრამებსა და რუკებს), რომლებიც თქვენი მონაცემების საინტერესო ასპექტებს უსვამს ხაზს და ნაჩვენებია როგორც მონაცემების გვერდზე, ასევე მთავარ გვერდზე. რჩეული ფაქტის დასამატებლად, გადადით მონაცემთა გაცნობის გვერდზე, აირჩიეთ ინდიკატორი და გამოჩენილ დიაგრამაზე, ზედა მარცხენა კუთხეში, დააჭირეთ ვარსკვლავის ფორმის ღილაკს. ამ გვერდის გამოყენებით, შეგიძლიათ რჩეულის ფაქტის წაშლა ან აღწერის ტექსტს დარედაქტირება.  "
871,ka.time_series.highlights.no_highlights,There are no highlights on file for this time series.,ამ პერიოდული შედარებისთვის არ არის შექმნილი რჩეული ფაქტები
872,ka.time_series.highlights.question_code,Question,შეკითხვა
873,ka.time_series.highlights.broken_down_by_code,Broken Down By,ჩაშლილია
874,ka.time_series.highlights.filtered_by_code,Filtered By,გაფილტრულია
875,ka.time_series.highlights.show_home_page,Permanently Shown on Home Page,გამოაჩინე მთავარ გვერდზე
876,ka.time_series.highlights.btn_show_home_page,Permanently Show on Home Page,გამოაჩინე მთავარ გვერდზე
877,ka.time_series.highlights.questions,Questions,შეკითხვები
878,ka.time_series.highlights.description,Description,აღწერა
879,ka.time_series.sort.title,Sort Groups and Questions,ჯგუფების და შეკითხვების დახარისხება
880,ka.time_series.sort.explanation,"This page allows you to sort all groups and questions into the order that you desire.

By defualt, the question sort order is set to be the same as the order of the questions in the data file.

When groups are added, the group sort order is initially set so the groups appear at the top of the list.

If you have created groups, you can view and sort the items in that group by clicking on the button in the last column in the table.","ამ გვერდის საშუალებით, შეგიძლიათ დააწყოთ ყველა ჯგუფი და შეკითხვა თქვენთვის სასურველი რიგითობით. შეცვლის გარეშე, შეკითხვების რიგითობა იგივეა, რა რიგითობითაც მონაცემებშია შეკითხვები დაწყობილი. ჯგუფების დამატებისას, ჯგუფი ჩანს ჩამონათვალის თავში. ჯგუფების შექმნის შემდეგ, თქვენ შეგიძლიათ იხილოთ და დააწყოთ ჯგუფში შემავალი ერთეულები ცხრილის ბოლო სვეტში არსებული ღილაკის გამოყენებით. "
881,ka.time_series.sort.move_explanation,Move the selected items after this item,მონიშნული ერთეულების გადატანა ამ ერთეულის შემდეგ
882,ka.time_series.sort.move_placeholder,Select an Item,ერთეულის მონიშვნა
883,ka.time_series.sort.headers.sort,Sort Order,დახარისხების წყობა
884,ka.time_series.sort.headers.type,Item Type,ერთეულის ტიპი
885,ka.time_series.sort.headers.name,Item Name,ერთეულის სახელი
886,ka.time_series.sort.breadcrumb_start,Main Items,ბევრი ერთეული
887,ka.time_series.sort.breadcrumb_title,View all of the main items,ყველა ძირითადი ერთეულის ნახვა
888,ka.time_series.sort.breadcrumb_title_group,View the items in this group,ამ ჯგუფში შემავალი ერთეულების ნახვა
889,ka.time_series.sort.main_items,Below are the main items - groups that are not subgroups and questions that are not assigned to groups,"ქვემოთ წარმოდგენილია ძირითადი ერთეულები - ჯგუფები, რომლებიც არ არიან ქვეჯგუფები და შეკითხვები, რომლებიც არ არიან მიეკუთვნებიან ჯგუფებს "
890,ka.time_series.sort.group_items,Below are the groups and questions assigned to group '%{name}',"ჯგუფები და შეკითხვები, რომელიც მიკუთვნებულია ჯგუფს '%{name}'"
891,ka.time_series.sort.all_types,All Item Types,ყველა ტიპი
892,ka.time_series.sort.form_header,Instructions,ინსტრუქცია
893,ka.time_series.sort.form_instructions,"You can sort groups and questions using two methods:

1) Drag and Drop - Simply drag the row to the desired position.
2) Select & Checkboxes - Use the checkboxes to indciate which row(s) you want to move and then use the select box above the table to indicate where to move the row(s) to.","ჯგუფებისა და შეკითხვების დალაგება შესაძლებელია ორნაირად: 1) მოკიდეთ ხელი და გადააადგილეთ თქვენთვის სასურველ ადგილას; 2) მონიშნეთ ის სტრიქონ(ებ)ი, რომელთა გადააადგილებაც გსურთ და ცხრილის ზემოთ მოცემული პარამეტრების საშუალებით აირჩიეთ მიმართულება.  "
894,ka.time_series_questions.index.title,Edit Time Series Questions and their Answers,პერიოდული შედარების შეკითხვებისა და პასუხების რედაქტირება
895,ka.time_series_questions.index.explanation,Use this page to add questions to the time series or edit questions already in the time series.,გამოიყენეთ ეს გვერდი პერიოდულ შედარებაში ახალი შეკითხვების დასამატებლად ან არსებული შეკითხვების შესასწორებლად
896,ka.time_series_questions.index.no_questions,There are no questions on file for this time series yet.,ამ პერიოდული შედარებისთვის არ არის შეკითხვები
897,ka.time_series_questions.index.btn_add_question,Add a Question,შეკითხვის დამატება
898,ka.time_series_questions.index.btn_add_question_hint,Match a question from each dataset and add the question to the time series.,შეუსაბამეთ შეკითხვა მონაცემებიდან და დაამატეთ პერიოდულ შედარებას.
899,ka.time_series_questions.index.btn_automatic,Automatically Assign Matching Questions,ავტომატურად დააკავშიროს ერთნაირი შეკითხვები
900,ka.time_series_questions.index.btn_automatic_hint,Questions with the same Question Code in each dataset will automatically be added to the time series. This will take a few seconds to complete.,მონაცემთა თითოეული ცხრილიდან ერთი და იმავე კოდის მქონე შეკითხვები ავტომატურად დაემატება პერიოდულ შედარებას. ამას დასჭირდება რამდენიმე წამი.
901,ka.time_series_questions.index.header_dataset_question,%{title} Question,%{title} შეკითხვა
902,ka.time_series_questions.form.header_answers,Answers,პასუხები
903,ka.time_series_questions.form.explanation_answers,"The answer settings fields (value, sort order, etc) are only shown in the '%{lang}' tab.","პასუხის პარამეტრები (მნიშვნელობა, დახარისხების წყობა, ა.შ.) ნაჩვენებია მხოლოდ '%{lang}' ჩანართში."
904,ka.time_series_questions.form.default_text,Default Text,ძირითადი ტექსტი
905,ka.time_series_questions.form.header_add_answer,Add a new answer for this question,ამ შეკითხვისთვის ახალი პასუხის დამატება
906,ka.time_series_questions.form.auto_create_answers_link,Auto-Create Answers,ავტომატური პასუხები
907,ka.time_series_questions.form.auto_create_answers_title,"For each answer in the questions selected above, add it to the list below",დაამატეთ ჩამონათვალს თითოეული პასუხი ზემოთ არჩეული შეკითხვებისთვის
908,ka.time_series_questions.form.delete_all_answers_link,Delete All Answers,ყველა პასუხის წაშლა
909,ka.time_series_questions.form.delete_all_answers_title,Delete all answers below,ყველა პასუხის წაშლა
910,ka.time_series_questions.show.title,Question: %{question},შეკითხვა: %{question}
911,ka.time_series_questions.show.header_answers,Answers,პასუხები
912,ka.time_series_questions.show.no_answers,There are no answers for this question yet.,ამ შეკითხვის პასუხ(ებ)ი ჯერ ვერ მოიძებნა
913,ka.time_series_questions.mass_changes.title,Mass Changes for Questions/Answers,შეკითხვების/პასუხების მასობრივი ცვლილებები
914,ka.time_series_questions.mass_changes.explanation,Use this page to upload a spreadsheet of Questions or Answers to quickly change the text or settings for many records at once.,გამოიყენეთ ეს გვერდი შეკითხვების ან პასუხების ასატვირთად ან ერთდროულად რამდენიმე ჩანაწერის ტექსტის ან პარამეტრების შესაცვლელად.
915,ka.time_series_questions.mass_changes.template,Template,ნიმუში
916,ka.time_series_questions.mass_changes.upload,Upload Your Spreadsheet of Changes,ატვირთეთ შესწორებების ცხრილი
917,ka.time_series_questions.mass_changes.questions.header,Questions,შეკითხვები
918,ka.time_series_questions.mass_changes.questions.template,Clicking the button below will download a template of all questions in this time series. Make the desired changes in the spreadsheet and then use the form below to update your changes.,ღილაკზე დაჭერით თქვენ ჩამოტვირთავთ ნიმუშს ამ პერიოდული შედარების ყველა შეკითხვისთვის. გააკეთეთ ცვლილებები ცხრილში და გამოიყენეთ ქვემოთ მოცემული ფორმა განხორციელებული ცვლილებების შესანახად.
919,ka.time_series_questions.mass_changes.questions.template2,The only columns that cannot be changed are: %{code},"სვეტები, რომლის შეცვლაც შეუძლებელია: %{code}"
920,ka.time_series_questions.mass_changes.questions.template_link,Download Questions Template,შეკითხვების ნიმუშების ჩამოტვირთვა
921,ka.time_series_questions.mass_changes.questions.submit,Update Questions,შეკითხვების განახლება
922,ka.time_series_questions.mass_changes.answers.header,Answers,პასუხები
923,ka.time_series_questions.mass_changes.answers.template,Clicking the button below will download a template of all answers in this time series. Make the desired changes in the spreadsheet and then use the form below to update your changes.,ღილაკზე დაჭერით თქვენ ჩამოტვირთავთ ნიმუშს პერიოდული შედარებების ყველა პასუხისთვის. გააკეთეთ ცვლილებები ცხრილში და გამოიყენეთ ქვემოთ მოცემული ფორმა განხორციელებული ცვლილებების შესანახად.
924,ka.time_series_questions.mass_changes.answers.template2,"The only columns that cannot be changed are: %{code}, %{value}","სვეტები, რომლის შეცვლაც შეუძლებელია: %{code}"
925,ka.time_series_questions.mass_changes.answers.template_link,Download Answers Template,პასუხების ნიმუშების ჩამოტვირთვა
926,ka.time_series_questions.mass_changes.answers.submit,Update Answers,პასუხების განახლება
927,ka.time_series_groups.index.title,Group Questions,შეკითხვების დაჯგუფება
928,ka.time_series_groups.index.no_groups,There are no groups on file for this time series.,ამ მონაცემებისთვის არ არის შექმნილი ჯგუფები
929,ka.time_series_groups.index.modal.header,Questions for Group '[group]',შეკითხვები ჯგუფისთვის '[group]'
930,ka.time_series_groups.index.explanation,"This section allows you to put similar questions together in a group. You can also create a subgroup of questions.

Groups have a name and description. You can use the description to give context to the set of questions in the group.

Groups will be visible in the codebook and on the explore page. It is up to you on whether or not the group description is included in the chart titles.

By default, groups are put at the top of the codebook and all ungrouped questions will appear after the groups. You can use the %{link} to further control the order of the groups and questions.","ამ სექციის საშუალებით შეგიძლიათ მსგავსი შეკითხვები დააჯგუფოთ. ასევე, შეგიძლიათ შექმნათ შეკითხვების ქვეჯგუფი. ჯგუფებს აქვს სახელი და აღწერა. აღწერის საშუალებით შესაძლებელია შეკითხვების დაჯგუფების პრინციპის ჩვენება. ჯგუფების ნახვა შესაძლებელი იქნება მონაცემების გაცნობის გვერდზე და კოდირების დოკუმენტში. თქვენზეა დამოკიდებული, ჯგუფის აღწერა გამოჩნდება თუ არა დიაგრამების სახელწოდებებში. ჯგუფები კოდირების დოკუმენტში დასაწყისში ხვდებიან, ხოლო დაუჯგუფებელი შეკითხვები - ბოლოში. თქვენ შეგიძლიათ გამოიყენოთ %{link} ჯგუფებისა და შეკითხვების რიგითობის შესაცვლელად. "
931,ka.time_series_groups.index.explanation_link_text,Sorting page,გვერდის დახარისხება
932,ka.time_series_groups.table_row.question_count,%{num} questions,%{num} შეკითხვა
933,ka.time_series_groups.form.option_top_level,This group is not a subgroup,ეს ჯგუფი არ არის ქვეჯგუფი
934,ka.time_series_groups.form.chart_description_explanation,Below is an example of how your description text will look in the charts. The format is: Question Code - Group Description. Question Text.,ქვემოთ წარმოდგენილია აღწერის ტექსტის ნიმუში. ფორმატი შემდეგნაირია: შეკითხვის კოდი - ჯგუფის აღწერა. შეკითხვის ტექსტი.
935,ka.time_series_groups.form.ex_question,Is the sky blue?,ცა ლურჯია?
936,ka.time_series_groups.form.questions_explanation_default,All questions that are not assigned to any other group are avaiable to be assigned to this group.,"ყველა შეკითხვა, რომელიც არ არის მიკუთვნებული რომელიმე სხვა ჯგუფს, შეიძლება მიეკუთვნოს ამ ჯგუფს"
937,ka.time_series_groups.form.questions_explanation_subgroup,Only the questions assinged to '%{group}' are available to be assigned to this subgroup.,"ამ ქვეჯგუფისთვის მხოლოდ იმ შეკითხვების მიკუთვნება შეიძლება, რომლებიც მიკუთვნებულია ჯგუფს '%{group}'."
938,ka.time_series_weights.index.title,Time Series Weighting,პერიოდული შედარების შეწონვა
939,ka.time_series_weights.index.explanation,"This section allows you to identify which question(s) contain a weight value and which questions that weight should be applied to.

A time series can have multiple weights, but one must be selected as the default weight. A default weight is automatically applied to all questions. For weights that are not the default weight, you can choose to apply the weight to all of the questions or only specific questions.

During analysis, if two questions are being compared and they are of different weights, the default weight is used for both.","ამ სექციის საშუალებით შეგიძლიათ ამოიცნოთ, რომელი შეკითხვა შეიცავს შეწონვას და რომელ შეკითხვებს უნდა მიესადაგოს იგი. პერიოდულ შედარებას შეიძლება ჰქონდეს რამდენიმე შეწონვა, მაგრამ ერთი უნდა იყოს არჩეული ძირითადად. ძირითადი შეწონვა ავტომატურად მიესადაგება ყველა შეკითხვას. განსხვავებული შეწონვები შეიძლება მიესადაგოს როგორც ყველა შეკითხვას, ასევე, შეკითხვების გარკვეულ ჯგუფს, თქვენი სურვილის შესაბამისად. ანალიზის დროს, თუკი ხდება ორი შეკითხვის შედარება, რომელთაც აქვთ განსხვავებული შეწონვა, ორივესათვის გამოყენებულ იქნება ძირითადი შეწონვა.  "
940,ka.time_series_weights.index.no_weights,There are no weights on file for this time series.,ამ პერიოდული შედარებისთვის არ არის შეწონვა
941,ka.time_series_weights.index.add,Add Weights,შეწონვების დამატება
942,ka.time_series_weights.index.edit,Edit Weights,შეწონვის რედაქტირება
943,ka.time_series_weights.index.confirm_delete,Are you sure you want to delete all weights on file?,"დარწმუნებული ხართ, რომ გსურთ ფაილზე ყველა შეწონვის წაშლა?"
944,ka.time_series_weights.index.question_count,%{num} questions,%{num} შეკითხვა
945,ka.time_series_weights.index.table.headers.name,Weight Name,შეწონვის სახელწოდება
946,ka.time_series_weights.index.table.headers.question,Question with Weight,შეკითხვა შეწონვით
947,ka.time_series_weights.index.table.headers.default,Is Default Weight?,არის ძირითადი შეწონვა?
948,ka.time_series_weights.index.table.headers.apply_to,Apply Weight To,შეწონვის მიმართება
949,ka.time_series_weights.index.modal.header,Questions for Weight '[weight]',შეკითხვები შეწონვისთვის '[weight]'
950,ka.time_series_weights.new.title,Time Series Weighting Form,პერიოდული შედარების შეწონვის ფორმა
951,ka.time_series_weights.edit.title,Time SeriesWeighting Form,პერიოდული შედარების შეწონვის ფორმა
952,ka.time_series_weights.form.other_weights,Other Weights this Question Belongs To,"სხვა შეწონვები, რომელთაც ეს შეკითხვა მიეკუთვნება"
953,ka.time_series_weights.form.weight_question_explanation,Indicate which question to use as the weight by selectig the dataset that has the question and then selecting the question.,"მიუთითეთ, რომელი შეკითხვა უნდა იყოს გამოყენებული შეწონვისათვის იმ მონაცემების არჩევით, რომელიც შეიცავს ამ შეკითხვას და შემდეგ აირჩიეთ შეკითხვა."
954,ka.time_series_weights.form.unique_id_explanation,Select the question from each dataset that contains the unique ID of the responders. This ID will be used to assign the weight to the correct responses in each dataset.,"მონიშნეთ შეკითხვა მონაცემებიდან, რომელიც შეიცავს მოპასუხეთა უნიკალურ ID-ს. ID გამოყენებულ იქნება მონაცემებში სწორი პასუხებისთვის შეწონვის გასაკეთებლად. "
955,ka.shared.explore_data.no_matches,Your selections returned no data. Please try again with a different selection.,"თქვენ მიერ მონიშნული პარამეტრებით მონაცემები არ მოიძებნა. გთხოვთ, სცადოთ განსხვავებული პარამეტრები. "
956,ka.shared.explore_data.no_data,%{title}' does not have any data that is analyzable at this time.,"%{title}' არ შეიცავს მონაცემებს, რომლებიც გაანალიზებადია ამ დროისთვის."
957,ka.shared.explore_data.hover_region,Hover over a Region,მიიტანეთ კურსორი რეგიონზე
958,ka.shared.explore_data.na,N/A,არ არის ხელმისაწვდომი
959,ka.shared.explore_data.percent,Percent,პროცენტი
960,ka.shared.explore_data.dataset_title,Dataset,მონაცემები
961,ka.shared.explore_data.form.question_code,Explore Answers To,გაეცანით პასუხებს
962,ka.shared.explore_data.form.broken_down_by_code,Broken Down By,ჩაშლილია
963,ka.shared.explore_data.form.optional,optional,არჩევითი
964,ka.shared.explore_data.form.no_comparison,No Comparison,არ არის შედარება
965,ka.shared.explore_data.form.swap,Swap the Questions,შეკითხვის შეცვლა
966,ka.shared.explore_data.form.submit,Generate,დაანგარიშება
967,ka.shared.explore_data.form.reset,Reset,გადატვირთვა
968,ka.shared.explore_data.form.filtered_by_code,Filtered By,გაფილტრულია
969,ka.shared.explore_data.form.no_filter,No Filter,ფილტრი არ არის
970,ka.shared.explore_data.form.can_exclude,Exclude Answers,პასუხების გამორიცხვა
971,ka.shared.explore_data.form.can_exclude_hint,At least one selected question has answers that can be excluded during analysis. Select this checkbox to remove these answers from the analysis.,"სულ მცირე ერთ არჩეულ შეკითხვას აქვს პასუხები, რომელთა გამორიცხვაც შესაძლებელია ანალიზის დროს. გააკეთეთ მონიშვნა ამ პასუხების ანალიზიდან გამოსარიცხად. "
972,ka.shared.explore_data.form.weighted_by_code,Weighted By,შეწონილია
973,ka.shared.explore_data.jumpto.chart,Jump to Chart,დიაგრამაზე გადასვლა
974,ka.shared.explore_data.jumpto.map,Jump to Map,რუკაზე გადასვლა
975,ka.shared.explore_data.tabs.map,Map,რუკა
976,ka.shared.explore_data.tabs.chart,Chart,დიაგრამა
977,ka.shared.explore_data.tabs.table,Table,ცხრილი
978,ka.shared.explore_data.tabs.details,Details,დეტალები
979,ka.shared.explore_data.map.filter,Filter map by selecting an answer to '%{text}':,რუკის გაფილტვრა ამ პასუხის არჩევით '%{text}':
980,ka.shared.explore_time_series.no_matches,Your selections returned no data. Please try again with a different selection.,"თქვენ მიერ მონიშნული პარამეტრებით მონაცემები არ მოიძებნა. გთხოვთ, სცადოთ განსხვავებული პარამეტრები. "
981,ka.shared.explore_time_series.no_data,%{title}' does not have any data that is analyzable at this time.,"%{title}' არ შეიცავს მონაცემებს, რომლებიც გაანალიზებადია ამ დროისთვის."
982,ka.shared.explore_time_series.na,N/A,არ არის ხელმისაწვდომი
983,ka.shared.explore_time_series.percent,Percent,პროცენტი
984,ka.shared.explore_time_series.time_series_title,Time Series,პერიოდული შედარება
985,ka.shared.explore_time_series.form.question_code,Explore Answers To,გაეცანით პასუხებს
986,ka.shared.explore_time_series.form.submit,Generate,დაანგარიშება
987,ka.shared.explore_time_series.form.reset,Reset,გადატვირთვა
988,ka.shared.explore_time_series.form.filtered_by_code,Filtered By,გაფილტრულია
989,ka.shared.explore_time_series.form.no_filter,No Filter,ფილტრი არ არის
990,ka.shared.explore_time_series.form.can_exclude,"Exclude ""Don't know"" & ""Refuse""","გამორიცხე ""არ ვიცი"" & ""უარი პასუხზე"""
991,ka.shared.explore_time_series.form.can_exclude_hint,"Remove answers like ""Don't know"" & ""Refuse"" from the analysis","ანალიზიდან წაშალე პასუხები ""არ ვიცი"" & ""უარი პასუხზე"""
992,ka.shared.explore_time_series.jumpto.chart,Jump to Chart,დიაგრამაზე გადასვლა
993,ka.shared.explore_time_series.tabs.chart,Chart,დიაგრამა
994,ka.shared.explore_time_series.tabs.table,Table,ცხრილი
995,ka.shared.explore_time_series.tabs.details,Details,დეტალები
996,ka.shared.dashboard_data.tabs.highlights,Highlights,რჩეული ფაქტები
997,ka.shared.dashboard_data.tabs.methodology,Methodology,მეთოდოლოგია
998,ka.shared.dashboard_data.tabs.codebook,Codebook,კოდირების დოკუმენტი
999,ka.shared.dashboard_data.tabs.reports,Reports,ანგარიშები
1000,ka.shared.dashboard_data.tabs.licensing,Legal,ლიცენზია
1001,ka.shared.dashboard_data.tabs.meta,Metadata,დამატებითი ინფორმაცია
1002,ka.shared.dashboard_data.no_methodology,There is no methodology on file for this dataset.,ამ მონაცემებისთვის არ არის მეთოდოლოგია
1003,ka.shared.dashboard_data.no_reports,There are no reports on file for this dataset.,ამ მონაცემებისთვის არ არის ანგარიში
1004,ka.shared.dashboard_data.no_highlights,There are no highlights on file for this dataset.,ამ მონაცემებისთვის არ არის შექმნილი რჩეული ფაქტები
1005,ka.shared.dashboard_data.filter.all,All Text,ყველა ტექსტი
1006,ka.shared.dashboard_data.filter.questions,Question Text,შეკითხვის ტექსტი
1007,ka.shared.dashboard_data.filter.codes,Question Code,შეკითხვის კოდი
1008,ka.shared.dashboard_data.filter.answers,Answer Text,პასუხის ტექსტი
1009,ka.shared.dashboard_data.jumpto_group,Jump To Group,ჯგუფზე გადასვლა
1010,ka.shared.dashboard_time_series.tabs.highlights,Highlights,რჩეული ფაქტები
1011,ka.shared.dashboard_time_series.tabs.methodology,Methodology,მეთოდოლოგია
1012,ka.shared.dashboard_time_series.tabs.codebook,Codebook,კოდირების დოკუმენტი
1013,ka.shared.dashboard_time_series.tabs.reports,Reports,ანგარიშები
1014,ka.shared.dashboard_time_series.tabs.licensing,Legal,ლიცენზია
1015,ka.shared.dashboard_time_series.tabs.datasets,Datasets,მონაცემები
1016,ka.shared.dashboard_time_series.tabs.meta,Meta Data,დამატებითი ინფორმაცია
1017,ka.shared.dashboard_time_series.no_highlights,There are no highlights on file for this time series.,ამ პერიოდული შედარებისთვის არ არის შექმნილი რჩეული ფაქტები
1018,ka.shared.dashboard_time_series.filter.all,All Text,ყველა ტექსტი
1019,ka.shared.dashboard_time_series.filter.questions,Question Text,შეკითხვის ტექსტი
1020,ka.shared.dashboard_time_series.filter.codes,Question Code,შეკითხვის კოდი
1021,ka.shared.dashboard_time_series.filter.answers,Answer Text,პასუხის ტექსტი
1022,ka.shared.dashboard_time_series.jumpto_group,Jump To Group,ჯგუფზე გადასვლა
1023,ka.shared.language_switcher.label,Available Languages,ხელმისაწვდომი ენები
